0.0005	3.910756492399297e-15	3.910756492399297e-15	3.910756492399297e-15	1.2502529672472032e-7	-7.818576215652697e-15	1.2502529672472032e-7	2.500505934494405e-7	1.9577844500353814e-18	2.500505934494405e-7	2.500505934474827e-7
0.001	1.56796656613677e-14	1.56796656613677e-14	1.56796656613677e-14	4.998411444361249e-7	-9.379574640950485e-14	4.998411444361249e-7	9.996822888722598e-7	6.25682474549637e-14	9.996822888722598e-7	9.996822887939806e-7
0.0015	3.5781778956248924e-14	3.5781778956248924e-14	3.5781778956248924e-14	1.1256480066586341e-6	-4.4682895370294376e-13	1.1256480066586341e-6	2.251296013317405e-6	3.759497949430885e-13	2.2512960133174046e-6	2.2512960126991366e-6
0.002	6.395738805421874e-14	6.395738805421874e-14	6.395738805421874e-14	1.9977130464934027e-6	-1.3749707484956014e-12	1.9977130464934027e-6	3.995426092987631e-6	1.2514364788502236e-12	3.995426092987632e-6	3.995426090356723e-6
0.0025	1.0291537803011654e-13	1.0291537803011654e-13	1.0291537803011654e-13	3.1224340342124646e-6	-3.3256881804388804e-12	3.122434034212464e-6	6.2448680684281895e-6	3.1303970420418573e-12	6.2448680684281895e-6	6.244868060340974e-6
0.003	1.5335121353060844e-13	1.5335121353060844e-13	1.5335121353060844e-13	4.494564728958344e-6	-6.8537319015250755e-12	4.494564728958344e-6	8.989129457926616e-6	6.5739344921583676e-12	8.989129457926616e-6	8.98912943773747e-6
0.0035	2.1569511325958968e-13	2.1569511325958968e-13	2.1569511325958968e-13	6.110776928151999e-6	-1.2624292656410353e-11	6.110776928151999e-6	1.2221553856329281e-5	1.2260557463411031e-11	1.2221553856329281e-5	1.2221553812679913e-5
0.004	3.00313325370877e-13	3.00313325370877e-13	3.00313325370877e-13	7.980669452194419e-6	-2.1501574389837635e-11	7.980669452194419e-6	1.5961338904445667e-5	2.1022225383173932e-11	1.5961338904445667e-5	1.5961338819172427e-5
0.0045	4.1452151521828104e-13	4.1452151521828104e-13	4.1452151521828104e-13	1.0106722534754203e-5	-3.447011230342871e-11	1.0106722534754205e-5	2.0213445069624592e-5	3.3822729342558224e-11	2.0213445069624592e-5	2.021344491546854e-5
0.005	5.369909621458809e-13	5.369909621458809e-13	5.369909621458809e-13	1.2444967952680485e-5	-5.2181467080221825e-11	1.2444967952680485e-5	2.4889935905579715e-5	5.1553992225567044e-11	2.4889935905579715e-5	2.4889935645489602e-5
0.0055	7.189685181436521e-13	7.189685181436521e-13	7.189685181436521e-13	1.5055561844876048e-5	-7.637795317717897e-11	1.5055561844876048e-5	3.01111236901414e-5	7.561046839295922e-11	3.01111236901414e-5	3.0111123270846717e-5
0.006	9.478176665311885e-13	9.478176665311885e-13	9.478176665311885e-13	1.791929860384498e-5	-1.0821476158391116e-10	1.791929860384498e-5	3.583859720834918e-5	1.07269021404721e-10	3.583859720834918e-5	3.583859655963824e-5
0.0065	1.2180264742532134e-12	1.2180264742532134e-12	1.2180264742532134e-12	2.103664959017563e-5	-1.4913396859160063e-10	2.103664959017563e-5	4.207329918142139e-5	1.4799277898382495e-10	4.207329918142139e-5	4.207329821210421e-5
0.007	1.5469126354728596e-12	1.5469126354728596e-12	1.5469126354728596e-12	2.4375353060023853e-5	-2.0015937733707019e-10	2.4375353060023853e-5	4.8750706121719905e-5	1.990985189979209e-10	4.8750706121719905e-5	4.875070471903797e-5
0.0075	1.9812922823076258e-12	1.9812922823076258e-12	1.9812922823076258e-12	2.7954724722617977e-5	-2.632764851085902e-10	2.7954724722617977e-5	5.5909449447769776e-5	2.623651361532099e-10	5.5909449447769776e-5	5.590944746903182e-5
0.008	2.564981136130939e-12	2.564981136130939e-12	2.564981136130939e-12	3.179357939705151e-5	-3.4074754662747383e-10	3.179357939705151e-5	6.358715879784583e-5	3.397912818874991e-10	6.358715879784583e-5	6.358715606449667e-5
0.0085	3.3207223594306786e-12	3.3207223594306786e-12	3.3207223594306786e-12	3.589079509906482e-5	-4.3461411922996605e-10	3.589079509906482e-5	7.178159020353409e-5	4.3338021295092714e-10	7.178159020353409e-5	7.178158649789781e-5
0.009	4.184577739769714e-12	4.184577739769714e-12	4.184577739769714e-12	4.024594037542578e-5	-5.467902673136184e-10	4.024594037542578e-5	8.049188075849448e-5	5.452118669855347e-10	8.049188075849448e-5	8.049187582067035e-5
0.0095	5.179346811613418e-12	5.179346811613418e-12	5.179346811613418e-12	4.478742199445509e-5	-6.772423837422329e-10	4.478742199445509e-5	8.957484399949272e-5	6.765221445475363e-10	8.957484399949272e-5	8.957483753728205e-5
0.01	6.531110461723425e-12	6.531110461723425e-12	6.531110461723425e-12	4.958588007508408e-5	-8.306740401312833e-10	4.958588007508408e-5	9.917176016459212e-5	8.304382756565103e-10	9.917176016459212e-5	9.917175181606165e-5
0.0105	8.1384124772537e-12	8.1384124772537e-12	8.1384124772537e-12	5.4682798952616606e-5	-1.0110982768782021e-9	5.4682798952616606e-5	0.00010936559792463538	1.0102400884419125e-9	0.00010936559792463538	0.00010936558725338555
0.011	1.0149887319831096e-11	1.0149887319831096e-11	1.0149887319831096e-11	5.996723514372034e-5	-1.2168624606322043e-9	5.996723514372035e-5	0.00011993447031314033	1.216617285443139e-9	0.00011993447031314033	0.00011993445685090427
0.0115	1.2117896359681958e-11	1.2117896359681958e-11	1.2117896359681958e-11	6.54823342433693e-5	-1.451001003721049e-9	6.548233424336929e-5	0.00013096466852032557	1.4526900010858978e-9	0.00013096466852032557	0.0001309646517262002
0.012	1.4571494175276855e-11	1.4571494175276855e-11	1.4571494175276855e-11	7.129376629180481e-5	-1.7208617985429624e-9	7.129376629180481e-5	0.0001425875326270831	1.722897312209938e-9	0.0001425875326270831	0.00014258751183826053
0.0125	1.754116083677989e-11	1.754116083677989e-11	1.754116083677989e-11	7.727536606574951e-5	-2.0224631041301713e-9	7.727536606574951e-5	0.00015455073218709344	2.0272428551010146e-9	0.00015455073218709344	0.0001545507067190015
0.013	2.1161241949005683e-11	2.1161241949005683e-11	2.1161241949005683e-11	8.349734048505853e-5	-2.3624184854888414e-9	8.349734048505853e-5	0.00016699468104053729	2.370113326761117e-9	0.00016699468104053729	0.00016699465008461863
0.0135	2.468942587823316e-11	2.468942587823316e-11	2.468942587823316e-11	8.999877960039906e-5	-2.745009267427057e-9	8.999877960039906e-5	0.00017999755928924148	2.7558204942647464e-9	0.00017999755928924148	0.00017999752192161022
0.014	3.014682470977147e-11	3.014682470977147e-11	3.014682470977147e-11	9.689611867616617e-5	-3.187402993201206e-9	9.689611867616617e-5	0.00019379223746296775	3.192426994500977e-9	0.00019379223746296775	0.00019379219248759862
0.0145	3.563946414082522e-11	3.563946414082522e-11	3.563946414082522e-11	0.00010395010148550608	-3.6713471820474834e-9	0.00010395010148550608	0.00020790020310802805	3.6756971398232705e-9	0.00020790020310802805	0.0002079001494438158
0.015	4.296703522005836e-11	4.296703522005836e-11	4.296703522005836e-11	0.00011127724973441206	-4.2132061739129625e-9	0.00011127724973441206	0.00022255449963747142	4.213328178760968e-9	0.00022255449963747142	0.00022255443592949053
0.0155	4.9512695212508784e-11	4.9512695212508784e-11	4.9512695212508784e-11	0.00011867458269658012	-4.791861799275163e-9	0.0001186745826965801	0.00023734916559855712	4.800099676824938e-9	0.00023734916559855715	0.00023734909066179262
0.016	5.818052144676874e-11	5.818052144676874e-11	5.818052144676874e-11	0.00012642389775284086	-5.4429925700654806e-9	0.00012642389775284086	0.0002528477957548952	5.451510330426368e-9	0.00025284779575489525	0.00025284770786401887
0.0165	6.616190205541556e-11	6.616190205541556e-11	6.616190205541556e-11	0.00013429247129370932	-6.140893164822814e-9	0.00013429247129370932	0.00026858494288724944	6.160706893592987e-9	0.00026858494288724944	0.0002685848405466312
0.017	7.692329811366635e-11	7.692329811366635e-11	7.692329811366635e-11	0.00014241111405450613	-6.910550047767386e-9	0.00014241111405450613	0.0002848222284681496	6.938354434556893e-9	0.0002848222284681496	0.00028482210973853895
0.0175	8.846310259235158e-11	8.846310259235158e-11	8.846310259235158e-11	0.0001508687654257982	-7.761235830345893e-9	0.0001508687654257982	0.0003017375312800382	7.792283311348464e-9	0.0003017375312800382	0.00030173739397300293
0.018	1.0150313993641208e-10	1.0150313993641208e-10	1.0150313993641208e-10	0.00015960498186202515	-8.691684050506197e-9	0.00015960498186202518	0.00031920996423270576	8.724042527693497e-9	0.00031920996423270576	0.0003192098060568143
