0.0005	1.000548172933038e-12	0.0	0.0	5.000239806903743e-7	0.0	0.0	1.000047961380749e-6	0.0	0.0	NaN
0.001	4.0046431231187804e-12	-2.501992519355256e-22	1.5633528086744256e-32	1.9998202252267714e-6	-2.499549064522642e-13	4.999948542676106e-13	3.999640450461279e-6	-4.999018096578106e-13	9.99989708531312e-13	NaN
0.0015	9.025247217171746e-12	-3.3048335969682745e-21	7.607602911965701e-29	4.500012361894143e-6	-1.4998384093444638e-12	4.500304042195837e-12	9.00002472395032e-6	-2.999514716711405e-12	9.000608084122133e-12	NaN
0.002	1.6089409159793508e-11	-2.350053019518105e-20	3.247390189006443e-27	8.000347214083937e-6	-4.999763674319001e-12	1.8001241788915142e-11	1.6000694429321998e-5	-9.99837441691792e-12	3.6002483573797016e-11	NaN
0.0025	2.5247424999214838e-11	-1.125679154508782e-19	3.845704038568196e-26	1.2500945744931347e-5	-1.2500530745823143e-11	5.00026010251933e-11	2.500189149486671e-5	-2.499605658632432e-11	1.0000520202036002e-10	NaN
0.003	3.663644723366476e-11	-4.88335324507909e-19	3.5246120954580274e-25	1.7999147944394296e-5	-2.6250218148422752e-11	1.1248643103612786e-10	3.5998295905001006e-5	-5.248422016902122e-11	2.2497286192363857e-10	NaN
0.0035	5.0390152890851926e-11	-1.5584136141189332e-18	1.737640690802206e-24	2.44958217931061e-5	-4.900001545230383e-11	2.2043715605681382e-10	4.899164362947101e-5	-9.795676948970712e-11	4.4087431155140497e-10	NaN
0.004	6.639128301892663e-11	-3.3613928186478205e-18	4.640219729516994e-24	3.199712142481683e-5	-8.401846977262269e-11	3.919075812054474e-10	6.399424295010762e-5	-1.6793646596906945e-10	7.838151606531753e-10	NaN
0.0045	8.518367910253677e-11	-7.728104566514613e-18	1.4589955840010045e-23	4.0497652018371276e-5	-1.3505635188313904e-10	6.478464165246677e-10	8.099530424698e-5	-2.699024646534904e-10	1.2956928282857345e-9	NaN
0.005	1.0748233223808486e-10	-1.8356606090750146e-17	4.7616557040399346e-23	4.99936416803394e-5	-2.0636203413801531e-10	1.0121479672545368e-9	9.998728376625259e-5	-4.1231849216936974e-10	2.024295922954877e-9	NaN
0.0055	1.3422170007084528e-10	-4.1869951041674635e-17	1.4181963583014657e-22	6.048201535402955e-5	-3.0268063267135197e-10	1.5116463125432792e-9	0.00012096403144111898	-6.046282083089964e-10	3.023292599441459e-9	NaN
0.006	1.6374257741448157e-10	-7.329395464023569e-17	2.894364941057877e-22	7.197725005713607e-5	-4.2935620736950354e-10	2.1766274262334605e-9	0.0001439545013706681	-8.574560328336931e-10	4.353254799516853e-9	NaN
0.0065	1.9269720191691616e-10	-9.186069000552112e-17	3.64693335154117e-22	8.449727272686045e-5	-5.923245087276621e-10	3.040800019076242e-9	0.00016899454751399852	-1.1825887594564979e-9	6.081599935197584e-9	NaN
0.007	2.334843462365456e-10	-1.8610377366847985e-16	1.0000234802622252e-21	9.799014125964943e-5	-7.975515143664799e-10	4.1383554231693285e-9	0.00019598028577172823	-1.59185061543658e-9	8.276710656190125e-9	NaN
0.0075	2.8418737648368255e-10	-3.616094184787021e-16	2.4068089492718113e-21	0.00011246949708460697	-1.0518934277892014e-9	5.508352795832328e-9	0.00022493899913984068	-2.0988163017342264e-9	1.1016705255549718e-8	NaN
0.008	3.502507486054123e-10	-6.929807162158124e-16	5.519353506180233e-21	0.00012792411264190063	-1.36251517016452e-9	7.1917815481495124e-9	0.0002558482326690528	-2.7176452381810463e-9	1.4383562524370358e-8	NaN
0.0085	4.17038673343586e-10	-1.0495972386375294e-15	9.255504651801622e-21	0.00014439701520768344	-1.7376855215423464e-9	9.23571662428282e-9	0.0002887940411240345	-3.4646625987757594e-9	1.847143230696362e-8	NaN
0.009	5.097796860334029e-10	-1.751810878234211e-15	1.775219777979962e-20	0.00016183288270836999	-2.1851081720720196e-9	1.1684465786546268e-8	0.00032366578060813255	-4.355025323171975e-9	2.3368930067929316e-8	NaN
0.0095	6.099226481375652e-10	-2.607196701481722e-15	2.927790982018463e-20	0.00018027477616833963	-2.7141614945492604e-9	1.4591398066632094e-8	0.0003605495734775129	-5.407182758544107e-9	2.918279378883304e-8	NaN
0.01	6.980133971756784e-10	-3.3250877398909185e-15	3.968140212163905e-20	0.00019975800665369948	-3.334887585917154e-9	1.8013655280990982e-8	0.00039951604223097283	-6.64085257161391e-9	3.6027306993514035e-8	NaN
0.0105	7.919911085648301e-10	-4.174297287229499e-15	5.315454799407069e-20	0.00022025311462280786	-4.056918294310899e-9	2.2006239409624315e-8	0.00044050626820794155	-8.074875727254075e-9	4.4012473500106674e-8	NaN
0.011	9.169514516366976e-10	-5.653055333412041e-15	7.966864559471658e-20	0.00024172683876302087	-4.890158068810102e-9	2.6625576575475075e-8	0.00048345372927190524	-9.728572400832918e-9	5.3251145372068064e-8	NaN
0.0115	1.0178028146475286e-9	-6.7016110499774814e-15	9.905199196553688e-20	0.0002642523686781917	-5.84716681162771e-9	3.194251152404865e-8	0.0005285048052188637	-1.1626474315989156e-8	6.388501186431249e-8	NaN
0.012	1.2468330128385827e-9	-1.0735633179412104e-14	1.881939761653573e-19	0.0002876553764257339	-6.935649116729803e-9	3.800140688000841e-8	0.0005753108407744609	-1.3783379733604615e-8	7.600279793945069e-8	NaN
0.0125	1.43516106653342e-9	-1.402612784832532e-14	2.6557981866347087e-19	0.00031212319718572357	-8.171922319517342e-9	4.4893533537323064e-8	0.0006242465070970474	-1.623112541049984e-8	8.978704501019646e-8	NaN
