0.0005	3.166940470172503e-11	3.166940470172503e-11	3.166940470172503e-11	1.2496789055153402e-7	-6.333873733136143e-11	1.2496789167878474e-7	2.4993578223031384e-7	4.632211430371118e-27	2.4993578223031384e-7
0.001	1.8793878453054444e-10	1.2515297856586446e-10	1.8777245999564917e-10	4.996217081114497e-7	-3.7606526796631887e-10	4.99621724953656e-7	9.992441928629835e-7	2.5285832091039793e-10	9.99244197954282e-7
0.0015	5.970021683116344e-10	2.8552633213594095e-10	5.964332435026152e-10	1.1235788602804159e-6	-1.1314266667568479e-9	1.1235790041160672e-6	2.2471626259067997e-6	1.1326737984745093e-9	2.2471626436843357e-6
0.002	1.3822543076318795e-9	5.077163395851771e-10	1.3885527470027857e-9	1.9964397722008797e-6	-2.532422762876074e-9	1.996439771203478e-6	3.992896032928091e-6	3.025049889103088e-9	3.992896073882304e-6
0.0025	2.659479177857393e-9	7.810874452786695e-10	2.6971687532952916e-9	3.1178467369110294e-6	-4.740796090132682e-9	3.1178476821097556e-6	6.235736393242723e-6	6.309985179645585e-9	6.235736458214301e-6
0.003	4.546247555961627e-9	1.1271683448870494e-9	4.579464599332318e-9	4.487412668686956e-6	-7.950054971944357e-9	4.487413982423423e-6	8.97491593863244e-6	1.1361961045920723e-8	8.974916088536969e-6
0.0035	7.211093849543093e-9	1.5702846786266424e-9	7.199420832661601e-9	6.104746942832916e-6	-1.2360095275360975e-8	6.104745137722341e-6	1.2209660263657055e-5	1.8548975744603753e-8	1.2209660414559934e-5
0.004	1.0739422788841797e-8	2.092330006776726e-9	1.0680806221467085e-8	7.969552754979757e-6	-1.8069430851544482e-8	7.969549925680757e-6	1.5939389399927082e-5	2.8246585412124643e-8	1.5939389354159215e-5
0.0045	1.517066142825333e-8	2.5552126667321275e-9	1.520409177994144e-8	1.008148912014961e-5	-2.523395777650439e-8	1.0081481928770127e-5	2.0163430355810694e-5	4.080688228213672e-8	2.0163429942971307e-5
0.005	2.0810496933605672e-8	3.1085945730979583e-9	2.0789468360077027e-8	1.2439924875359633e-5	-3.428472285343826e-8	1.2439914851374017e-5	2.488054386396824e-5	5.658784536401733e-8	2.4880542772576232e-5
0.0055	2.7584345369311455e-8	3.772133546099628e-9	2.766061890616497e-8	1.5044709841577211e-5	-4.517704479925511e-8	1.5044690770492664e-5	3.009042947494731e-5	7.597957001769178e-8	3.009042703846556e-5
0.006	3.5787819809345634e-8	4.2850417596864984e-9	3.590822574062686e-8	1.7895657590331963e-5	-5.789593038389701e-8	1.7895637855580092e-5	3.579275195401049e-5	9.932418914123415e-8	3.5792747318697504e-5
0.0065	4.548549045275103e-8	4.941831318739763e-9	4.541905669676796e-8	2.099209638703314e-5	-7.294489074329472e-8	2.0992056964622193e-5	4.1986161230704e-5	1.2694513675895586e-7	4.1986153760079844e-5
0.007	5.689608229502202e-8	5.816927907903928e-9	5.697948653585223e-8	2.433271258792163e-5	-9.136849245477985e-8	2.4332669711437735e-5	4.8668097581631945e-5	1.592775646984269e-7	4.8668086508623035e-5
0.0075	7.014182333722356e-8	6.8227318924049664e-9	7.005722390729274e-8	2.791821736962772e-5	-1.1226008382408447e-7	2.7918138192263343e-5	5.583995052592621e-5	1.9675602094756261e-7	5.583993451507783e-5
